Distribution r(n); n < 10^4.

Obtained (r(n), total n) :
(0: 4257), (>0: 5742), (1: 4995), (2: 747).

Where the sum of 0 and even values is almost equal 
to that of odd values, as conjectured.

Notes:
a, b : number of solutions to each eqn.
m, q : m=(a mod b); q=(a / b) as rational number.

r(n)     n   a   b   m   q  core(n)
   1  8724   0   0  -1  -1  2181
   1  8725   0   0  -1  -1   349
   1  8726   0   0  -1  -1  8726
   1  8727   0   0  -1  -1  8727
   1  8728   0   0  -1  -1  2182
   2  8729 512 256   0   2  8729
   0  8730  24  16   8  -1   970
   0  8731 204 100   4  -1  8731
   1  8732   0   0  -1  -1  2183
   1  8733   0   0  -1  -1  8733
   1  8734   0   0  -1  -1  8734
   1  8735   0   0  -1  -1  8735
   2  8736  48  24   0   2   546
   0  8737 144  68   8  -1  8737
   0  8738 128  48  32  -1  8738
   0  8739 180 100  80  -1   971
   0  8740  96  56  40  -1  2185
   1  8741   0   0  -1  -1  8741
   1  8742   0   0  -1  -1  8742
   1  8743   0   0  -1  -1  8743
   0  8744  84  36  12  -1  2186
   0  8745 192  80  32  -1  8745
   0  8746 108  36   0   3  8746
   0  8747 252 132 120  -1  8747
   0  8748   4   4   0   1     3
   1  8749   0   0  -1  -1  8749
   1  8750   0   0  -1  -1    14
   1  8751   0   0  -1  -1  8751
   0  8752  36  12   0   3   547
   0  8753 464 244 220  -1  8753
   0  8754 144  68   8  -1  8754
   0  8755 240  96  48  -1  8755
   1  8756   0   0  -1  -1  2189
   1  8757   0   0  -1  -1   973
   1  8758   0   0  -1  -1  8758
   1  8759   0   0  -1  -1  8759
   1  8760   0   0  -1  -1  2190
   0  8761 208 124  84  -1  8761
   2  8762 224 112   0   2  8762
   0  8763 288 160 128  -1  8763
   1  8764   0   0  -1  -1  2191
   1  8765   0   0  -1  -1  8765
   1  8766   0   0  -1  -1   974
   1  8767   0   0  -1  -1  8767
   2  8768  32  16   0   2   137
   0  8769 352 184 168  -1  8769
   0  8770  88  48  40  -1  8770
   0  8771  60  28   4  -1   179
   0  8772  96  56  40  -1  2193
   1  8773   0   0  -1  -1  8773
   1  8774   0   0  -1  -1  8774
   1  8775   0   0  -1  -1    39
   0  8776  64  28   8  -1  2194
   0  8777 336 156  24  -1  8777
   0  8778  96  64  32  -1  8778
   0  8779 180  76  28  -1  8779
   2  8780 192  96   0   2  2195
   1  8781   0   0  -1  -1  8781
   1  8782   0   0  -1  -1  8782
   1  8783   0   0  -1  -1  8783
   1  8784   0   0  -1  -1    61
   0  8785 224 120 104  -1  8785
   2  8786 208 104   0   2  8786
   0  8787 144  48   0   3  8787
   1  8788   0   0  -1  -1    13
   1  8789   0   0  -1  -1  8789
   1  8790   0   0  -1  -1  8790
   1  8791   0   0  -1  -1  8791
   1  8792   0   0  -1  -1  2198
   0  8793  80  36   8  -1   977
   0  8794  84  36  12  -1  8794
   0  8795 384 208 176  -1  8795
   1  8796   0   0  -1  -1  2199
   1  8797   0   0  -1  -1  8797
   1  8798   0   0  -1  -1  8798
   1  8799   0   0  -1  -1  8799
   1  8800   0   0  -1  -1    22
   2  8801 288 144   0   2  8801
   0  8802  48  12   0   4   978
   0  8803 108  52   4  -1  8803
   2  8804 256 128   0   2  2201
   1  8805   0   0  -1  -1  8805
   1  8806   0   0  -1  -1  8806
   1  8807   0   0  -1  -1  8807
   0  8808  40   8   0   5  2202
   2  8809 256 128   0   2  8809
   0  8810 208  96  16  -1  8810
   0  8811  96  40  16  -1   979
   0  8812  60  36  24  -1  2203
   1  8813   0   0  -1  -1  8813
   1  8814   0   0  -1  -1  8814
   1  8815   0   0  -1  -1  8815
   1  8816   0   0  -1  -1   551
   0  8817 208 108 100  -1  8817
   0  8818  96  44   8  -1  8818
   0  8819 588 284  20  -1  8819
   1  8820   0   0  -1  -1     5
   1  8821   0   0  -1  -1  8821
   1  8822   0   0  -1  -1  8822
   1  8823   0   0  -1  -1  8823
   1  8824   0   0  -1  -1  2206
   2  8825  64  32   0   2   353
   0  8826 168  72  24  -1  8826
   0  8827 144  64  16  -1  8827
   1  8828   0   0  -1  -1  2207
   1  8829   0   0  -1  -1   109
   1  8830   0   0  -1  -1  8830
   1  8831   0   0  -1  -1  8831
   2  8832  16   8   0   2   138
   0  8833  16  12   4  -1    73
   0  8834 192 104  88  -1  8834
   2  8835 192  96   0   2  8835
   0  8836   2   2   0   1     1
   1  8837   0   0  -1  -1  8837
   1  8838   0   0  -1  -1   982
   1  8839   0   0  -1  -1  8839
   0  8840 112  64  48  -1  2210
   0  8841 384 208 176  -1  8841
   0  8842  52  36  16  -1  8842
   0  8843 312 184 128  -1  8843
   0  8844 192 104  88  -1  2211
   1  8845   0   0  -1  -1  8845
   1  8846   0   0  -1  -1  8846
   1  8847   0   0  -1  -1   983
   0  8848  32  24   8  -1   553
   0  8849 464 228   8  -1  8849
   0  8850  32  20  12  -1   354
   0  8851 264 120  24  -1  8851
   1  8852   0   0  -1  -1  2213
   1  8853   0   0  -1  -1  8853
   1  8854   0   0  -1  -1  8854
   1  8855   0   0  -1  -1  8855
   1  8856   0   0  -1  -1   246
   0  8857 160  88  72  -1  8857
   0  8858 168  80   8  -1  8858
   2  8859 192  96   0   2  8859
   1  8860   0   0  -1  -1  2215
   1  8861   0   0  -1  -1  8861
   1  8862   0   0  -1  -1  8862
   1  8863   0   0  -1  -1  8863
   0  8864  44  20   4  -1   554
   2  8865  96  48   0   2   985
   2  8866 112  56   0   2  8866
   0  8867 324 156  12  -1  8867
   0  8868 112  52   8  -1  2217
   1  8869   0   0  -1  -1   181
   1  8870   0   0  -1  -1  8870
   1  8871   0   0  -1  -1  8871
   0  8872  52  20  12  -1  2218
   0  8873 240 116   8  -1  8873
   0  8874  88  48  40  -1   986
   0  8875  48  32  16  -1   355
   0  8876 288 160 128  -1  2219
   1  8877   0   0  -1  -1  8877
   1  8878   0   0  -1  -1  8878
   1  8879   0   0  -1  -1  8879
   0  8880  48  32  16  -1   555
   0  8881 240 116   8  -1  8881
   0  8882 152  88  64  -1  8882
   2  8883  96  48   0   2   987
   1  8884   0   0  -1  -1  2221
   1  8885   0   0  -1  -1  8885
   1  8886   0   0  -1  -1  8886
   1  8887   0   0  -1  -1  8887
   1  8888   0   0  -1  -1  2222
   0  8889 400 172  56  -1  8889
   2  8890  96  48   0   2  8890
   0  8891 384 200 184  -1  8891
   1  8892   0   0  -1  -1   247
   1  8893   0   0  -1  -1  8893
   1  8894   0   0  -1  -1  8894
   1  8895   0   0  -1  -1  8895
   0  8896  36  20  16  -1   139
   2  8897 256 128   0   2  8897
   0  8898  80  52  28  -1  8898
   0  8899 168  88  80  -1  8899
   0  8900  48  20   8  -1    89
   1  8901   0   0  -1  -1   989
   1  8902   0   0  -1  -1  8902
   1  8903   0   0  -1  -1  8903
   0  8904  80  32  16  -1  2226
   0  8905 192  80  32  -1  8905
   2  8906 272 136   0   2  8906
   0  8907 264 128   8  -1  8907
   0  8908  72  48  24  -1  2227
   1  8909   0   0  -1  -1  8909
   1  8910   0   0  -1  -1   110
   1  8911   0   0  -1  -1  8911
   1  8912   0   0  -1  -1   557
   0  8913 144  76  68  -1  8913
   0  8914 128  68  60  -1  8914
   0  8915 264 104  56  -1  8915
   1  8916   0   0  -1  -1  2229
   1  8917   0   0  -1  -1  8917
   1  8918   0   0  -1  -1   182
   1  8919   0   0  -1  -1   991
   1  8920   0   0  -1  -1  2230
   0  8921 656 332 324  -1  8921
   0  8922  80  16   0   5  8922
   0  8923 228 116 112  -1  8923
   1  8924   0   0  -1  -1  2231
   1  8925   0   0  -1  -1   357
   1  8926   0   0  -1  -1  8926
   1  8927   0   0  -1  -1  8927
   1  8928   0   0  -1  -1    62
   0  8929 240 108  24  -1  8929
   0  8930 176  72  32  -1  8930
   2  8931 384 192   0   2  8931
   0  8932  64  16   0   4  2233
   1  8933   0   0  -1  -1  8933
   1  8934   0   0  -1  -1  8934
   1  8935   0   0  -1  -1  8935
   0  8936  68  28  12  -1  2234
   0  8937  48  20   8  -1   993
   0  8938 104  56  48  -1  8938
   0  8939 456 232 224  -1  8939
   0  8940 144  96  48  -1  2235
   1  8941   0   0  -1  -1  8941
   1  8942   0   0  -1  -1  8942
   1  8943   0   0  -1  -1  8943
   1  8944   0   0  -1  -1   559
   0  8945 544 288 256  -1  8945
   0  8946  32   8   0   4   994
   0  8947 120  56   8  -1  8947
   1  8948   0   0  -1  -1  2237
   1  8949   0   0  -1  -1  8949
   1  8950   0   0  -1  -1   358
   1  8951   0   0  -1  -1  8951
   1  8952   0   0  -1  -1  2238
   0  8953 160  72  16  -1  8953
   0  8954  20  12   8  -1    74
   2  8955  96  48   0   2   995
   1  8956   0   0  -1  -1  2239
   1  8957   0   0  -1  -1    53
   1  8958   0   0  -1  -1  8958
   1  8959   0   0  -1  -1    31
   0  8960  24   8   0   3    35
   0  8961 384 208 176  -1  8961
   2  8962  64  32   0   2  8962
   0  8963 348 164  20  -1  8963
   0  8964  48  20   8  -1   249
   1  8965   0   0  -1  -1  8965
   1  8966   0   0  -1  -1  8966
   1  8967   0   0  -1  -1   183
   0  8968  32  12   8  -1  2242
   0  8969 336 172 164  -1  8969
   2  8970 160  80   0   2  8970
   0  8971 228 108  12  -1  8971
   0  8972 180  76  28  -1  2243
   1  8973   0   0  -1  -1   997
   1  8974   0   0  -1  -1  8974
   1  8975   0   0  -1  -1   359
   2  8976  64  32   0   2   561
   0  8977 160  72  16  -1  8977
   0  8978   2   2   0   1     2
   2  8979 288 144   0   2  8979
   1  8980   0   0  -1  -1  2245
   1  8981   0   0  -1  -1  8981
   1  8982   0   0  -1  -1   998
   1  8983   0   0  -1  -1  8983
   1  8984   0   0  -1  -1  2246
   0  8985 192  80  32  -1  8985
   0  8986 164  92  72  -1  8986
   0  8987 384 168  48  -1  8987
   1  8988   0   0  -1  -1  2247
   1  8989   0   0  -1  -1  8989
   1  8990   0   0  -1  -1  8990
   1  8991   0   0  -1  -1   111
   0  8992  16  12   4  -1   562
   0  8993  16   4   0   4    17
   0  8994 176  84   8  -1  8994
   0  8995 240 112  16  -1  8995
   2  8996 160  80   0   2  2249
   1  8997   0   0  -1  -1  8997
   1  8998   0   0  -1  -1  8998
   1  8999   0   0  -1  -1  8999
   0  9000   4   4   0   1    10
   0  9001 240 116   8  -1  9001
   0  9002 136  80  56  -1  9002
   0  9003 144  80  64  -1  9003
   0  9004  84  36  12  -1  2251
   1  9005   0   0  -1  -1  9005
   1  9006   0   0  -1  -1  9006
   1  9007   0   0  -1  -1  9007
   0  9008 108  52   4  -1   563
   0  9009 160  88  72  -1  1001
   0  9010  80  48  32  -1  9010
   0  9011 396 196   4  -1  9011
   1  9012   0   0  -1  -1  2253
   1  9013   0   0  -1  -1  9013
   1  9014   0   0  -1  -1  9014
   1  9015   0   0  -1  -1  9015
   1  9016   0   0  -1  -1    46
   0  9017 224 120 104  -1  9017
   0  9018  32   8   0   4  1002
   0  9019 360 168  24  -1  9019
   1  9020   0   0  -1  -1  2255
   1  9021   0   0  -1  -1  9021
   1  9022   0   0  -1  -1  9022
   1  9023   0   0  -1  -1  9023
   1  9024   0   0  -1  -1   141
   0  9025   2   2   0   1     1
   0  9026 320 152  16  -1  9026
   2  9027  48  24   0   2  1003
   2  9028  96  48   0   2  2257
   1  9029   0   0  -1  -1  9029
   1  9030   0   0  -1  -1  9030
   1  9031   0   0  -1  -1  9031
   0  9032  56  32  24  -1  2258
   0  9033 240 116   8  -1  9033
   0  9034  76  44  32  -1  9034
   0  9035 480 224  32  -1  9035
   0  9036  84  36  12  -1   251
   1  9037   0   0  -1  -1  9037
   1  9038   0   0  -1  -1  9038
   1  9039   0   0  -1  -1  9039
   1  9040   0   0  -1  -1   565
   0  9041 336 164   8  -1  9041
   0  9042  96  40  16  -1  9042
   0  9043 180  92  88  -1  9043
   1  9044   0   0  -1  -1  2261
   1  9045   0   0  -1  -1  1005
   1  9046   0   0  -1  -1  9046
   1  9047   0   0  -1  -1  9047
   1  9048   0   0  -1  -1  2262
   2  9049 288 144   0   2  9049
   0  9050  36  20  16  -1   362
   0  9051 240 112  16  -1  9051
   1  9052   0   0  -1  -1  2263
   1  9053   0   0  -1  -1  9053
   1  9054   0   0  -1  -1  1006
   1  9055   0   0  -1  -1  9055
   1  9056   0   0  -1  -1   566
   0  9057 272 108  56  -1  9057
   0  9058  80  32  16  -1  9058
   0  9059 468 236 232  -1  9059
   0  9060 128  48  32  -1  2265
   1  9061   0   0  -1  -1  9061
   1  9062   0   0  -1  -1  9062
   1  9063   0   0  -1  -1  1007
   0  9064  72  32   8  -1  2266
   0  9065  64  40  24  -1   185
   2  9066 112  56   0   2  9066
   0  9067 108  52   4  -1  9067
   0  9068 132  68  64  -1  2267
   1  9069   0   0  -1  -1  9069
   1  9070   0   0  -1  -1  9070
   1  9071   0   0  -1  -1  9071
   1  9072   0   0  -1  -1     7
   0  9073 144  76  68  -1  9073
   0  9074 216 104   8  -1  9074
   0  9075   4   4   0   1     3
   1  9076   0   0  -1  -1  2269
   1  9077   0   0  -1  -1  9077
   1  9078   0   0  -1  -1  9078
   1  9079   0   0  -1  -1  9079
   1  9080   0   0  -1  -1  2270
   0  9081  80  36   8  -1  1009
   0  9082 104  40  24  -1  9082
   0  9083 288 160 128  -1  9083
   1  9084   0   0  -1  -1  2271
   1  9085   0   0  -1  -1  9085
   1  9086   0   0  -1  -1  9086
   1  9087   0   0  -1  -1  9087
   1  9088   0   0  -1  -1   142
   2  9089 352 176   0   2  9089
   0  9090  56  24   8  -1  1010
   0  9091 252 132 120  -1  9091
   2  9092 192  96   0   2  2273
   1  9093   0   0  -1  -1  9093
   1  9094   0   0  -1  -1  9094
   1  9095   0   0  -1  -1  9095
   0  9096 112  68  44  -1  2274
   0  9097 144  76  68  -1  9097
   0  9098 116  52  12  -1  9098
   0  9099 144  64  16  -1  1011
   0  9100  24   8   0   3    91
   1  9101   0   0  -1  -1  9101
   1  9102   0   0  -1  -1  9102
   1  9103   0   0  -1  -1  9103
   0  9104 128  56  16  -1   569
   0  9105 288 136  16  -1  9105
   0  9106 120  48  24  -1  9106
   0  9107 312 152   8  -1  9107
   1  9108   0   0  -1  -1   253
   1  9109   0   0  -1  -1  9109
   1  9110   0   0  -1  -1  9110
   1  9111   0   0  -1  -1  9111
   1  9112   0   0  -1  -1  2278
   0  9113 384 184  16  -1  9113
   0  9114  24   8   0   3   186
   0  9115 168 104  64  -1  9115
   1  9116   0   0  -1  -1  2279
   1  9117   0   0  -1  -1  1013
   1  9118   0   0  -1  -1  9118
   1  9119   0   0  -1  -1  9119
   0  9120  32   8   0   4   570
   2  9121 192  96   0   2  9121
   2  9122 136  68   0   2  9122
   0  9123 216  96  24  -1  9123
   0  9124  80  44  36  -1  2281
   1  9125   0   0  -1  -1   365
   1  9126   0   0  -1  -1     6
   1  9127   0   0  -1  -1  9127
   2  9128  80  40   0   2  2282
   0  9129 352 184 168  -1  9129
   0  9130  96  40  16  -1  9130
   2  9131 480 240   0   2  9131
   0  9132  72  24   0   3  2283
   1  9133   0   0  -1  -1  9133
   1  9134   0   0  -1  -1  9134
   1  9135   0   0  -1  -1  1015
   0  9136  60  36  24  -1   571
   0  9137 224 104  16  -1  9137
   0  9138 176  84   8  -1  9138
   0  9139 144  64  16  -1  9139
   1  9140   0   0  -1  -1  2285
   1  9141   0   0  -1  -1  9141
   1  9142   0   0  -1  -1  9142
   1  9143   0   0  -1  -1  9143
   1  9144   0   0  -1  -1   254
   0  9145 192  80  32  -1  9145
   0  9146 152  80  72  -1  9146
   0  9147 240 136 104  -1  9147
   1  9148   0   0  -1  -1  2287
   1  9149   0   0  -1  -1  9149
   1  9150   0   0  -1  -1   366
   1  9151   0   0  -1  -1  9151
   1  9152   0   0  -1  -1   143
   0  9153  32  24   8  -1   113
   0  9154 144  80  64  -1  9154
   0  9155 432 224 208  -1  9155
   0  9156 128  48  32  -1  2289
   1  9157   0   0  -1  -1  9157
   1  9158   0   0  -1  -1  9158
   1  9159   0   0  -1  -1  9159
   0  9160  40  24  16  -1  2290
   0  9161 576 296 280  -1  9161
   0  9162  36  28   8  -1  1018
   0  9163  24  16   8  -1   187
   0  9164 216 104   8  -1  2291
   1  9165   0   0  -1  -1  9165
   1  9166   0   0  -1  -1  9166
   1  9167   0   0  -1  -1  9167
   1  9168   0   0  -1  -1   573
   0  9169 320 152  16  -1  9169
   2  9170 176  88   0   2  9170
   0  9171 156  84  72  -1  1019
   1  9172   0   0  -1  -1  2293
   1  9173   0   0  -1  -1  9173
   1  9174   0   0  -1  -1  9174
   1  9175   0   0  -1  -1   367
   1  9176   0   0  -1  -1  2294
   0  9177 192 112  80  -1  9177
   0  9178  56  24   8  -1  9178
   0  9179 456 248 208  -1  9179
   1  9180   0   0  -1  -1   255
   1  9181   0   0  -1  -1  9181
   1  9182   0   0  -1  -1  9182
   1  9183   0   0  -1  -1  9183
   1  9184   0   0  -1  -1   574
   0  9185 288 152 136  -1  9185
   0  9186  96  44   8  -1  9186
   0  9187 252 124   4  -1  9187
   0  9188 160  96  64  -1  2297
   1  9189   0   0  -1  -1  1021
   1  9190   0   0  -1  -1  9190
   1  9191   0   0  -1  -1  9191
   2  9192  64  32   0   2  2298
   0  9193 128  72  56  -1  9193
   0  9194 252 124   4  -1  9194
   0  9195 240 112  16  -1  9195
   0  9196  12   4   0   3    19
   1  9197   0   0  -1  -1  9197
   1  9198   0   0  -1  -1  1022
   1  9199   0   0  -1  -1  9199
   1  9200   0   0  -1  -1    23
   0  9201 336 156  24  -1  9201
   0  9202  64  28   8  -1  9202
   0  9203 372 172  28  -1  9203
   1  9204   0   0  -1  -1  2301
   1  9205   0   0  -1  -1  9205
   1  9206   0   0  -1  -1  9206
   1  9207   0   0  -1  -1  1023
   1  9208   0   0  -1  -1  2302
   0  9209 432 212   8  -1  9209
   0  9210 160  88  72  -1  9210
   0  9211 216 120  96  -1  9211
   1  9212   0   0  -1  -1    47
   1  9213   0   0  -1  -1  9213
   1  9214   0   0  -1  -1  9214
   1  9215   0   0  -1  -1  9215
   0  9216   2   2   0   1     1
   0  9217 224  96  32  -1  9217
   0  9218 208 108 100  -1  9218
   0  9219 192  80  32  -1  9219
   0  9220  96  64  32  -1  2305
   1  9221   0   0  -1  -1  9221
   1  9222   0   0  -1  -1  9222
   1  9223   0   0  -1  -1  9223
   2  9224 128  64   0   2  2306
   2  9225  32  16   0   2    41
   2  9226 112  56   0   2  9226
   0  9227 300 132  36  -1  9227
   0  9228  96  56  40  -1  2307
   1  9229   0   0  -1  -1  9229
   1  9230   0   0  -1  -1  9230
   1  9231   0   0  -1  -1  9231
   0  9232  32  24   8  -1   577
   0  9233 352 200 152  -1  9233
   0  9234  16  12   4  -1   114
   0  9235 168  88  80  -1  9235
   1  9236   0   0  -1  -1  2309
   1  9237   0   0  -1  -1  9237
   1  9238   0   0  -1  -1  9238
   1  9239   0   0  -1  -1  9239
   1  9240   0   0  -1  -1  2310
   0  9241 144  76  68  -1  9241
   0  9242 156  68  20  -1  9242
   0  9243  48  16   0   3  1027
   1  9244   0   0  -1  -1  2311
   1  9245   0   0  -1  -1     5
   1  9246   0   0  -1  -1  9246
   1  9247   0   0  -1  -1  9247
   0  9248   2   2   0   1     2
   0  9249 208  92  24  -1  9249
   0  9250  24  16   8  -1   370
   0  9251  12   4   0   3    11
   2  9252  64  32   0   2   257
   1  9253   0   0  -1  -1  9253
   1  9254   0   0  -1  -1  9254
   1  9255   0   0  -1  -1  9255
   0  9256  56  32  24  -1  2314
   2  9257 480 240   0   2  9257
   0  9258  88  48  40  -1  9258
   0  9259 288 160 128  -1  9259
   0  9260 216 120  96  -1  2315
   1  9261   0   0  -1  -1    21
   1  9262   0   0  -1  -1  9262
   1  9263   0   0  -1  -1  9263
   0  9264  96  56  40  -1   579
   0  9265 192  80  32  -1  9265
   0  9266 288 128  32  -1  9266
   0  9267 264 136 128  -1  9267
   1  9268   0   0  -1  -1  2317
   1  9269   0   0  -1  -1  9269
   1  9270   0   0  -1  -1  1030
   1  9271   0   0  -1  -1  9271
   1  9272   0   0  -1  -1  2318
   0  9273 256 144 112  -1  9273
   0  9274 148  84  64  -1  9274
   2  9275  96  48   0   2   371
   1  9276   0   0  -1  -1  2319
   1  9277   0   0  -1  -1  9277
   1  9278   0   0  -1  -1  9278
   1  9279   0   0  -1  -1  1031
   2  9280  32  16   0   2   145
   2  9281 640 320   0   2  9281
   0  9282  96  32   0   3  9282
   0  9283 132  84  48  -1  9283
   0  9284 240 116   8  -1  2321
